8276:650,564,17,58,15,322,616,32,495,1403
8285:8,518,302,84,616,645,6,58,117,39108
8286:322,236,58,616,6143,7560,48,21055,4541,16476
8287:6097,39436,23950,10330,68034,6468,1758,14597,15264,545
8290:354,17,199,1023,654,302,1871,15,116,2944
8310:6224,306,19100,44227,100660,26081,108880,911,1712,60114
8314:17,866,361,50665,90538,2548,35332,12961,61673,4251
8325:17,1196,58,238,650,162,654,29,2618,302
8326:302,1348,891,62,616,542,8,58,76,363
8334:17,58,654,8,84,616,902,486,1086,138
8336:17,50665,90538,2548,35332,12961,4251,2097,219,394
8343:8,58,616,238,654,302,486,650,363,1511
8347:61,508,861,101,15,1403,1511,495,2172,616
8352:8,58,5567,1405,616,1987,1508,500,546,902
8368:84,518,302,15,654,17,1086,138,1475,364
8380:168,752,6097,14754,4103,9417,8733,1326,5557,2548
8396:32,58,61,17,8,596,302,15,650,518
8401:302,654,58,616,273,8,354,84,837,239
8406:518,656,58,61,616,542,245,17,15,8
8411:654,518,289,766,2193,15,116,6243,1403,5182
8413:32,17,58,861,650,654,363,518,8,508
8435:17,50665,90538,2548,35332,12961,4251,2097,219,394
8449:4825,3172,23191,2880,565,12990,6434,5450,5624,378
8450:37804,18803,1711,13266,1686,50665,90538,2548,35332,12961
8476:654,302,12830,4414,29,1196,8,58,508,546
8477:17,3307,378,353,719,508,441,65,654,5320
8491:1888,32166,687,3374,361,1152,12790,48106,5604,866
8499:8,2302,564,15,1987,61,1511,616,508,579
8500:4455,60193,50294,81,8418,29047,3309,902,687,5767
8510:813,61,616,1402,902,1471,402,2302,493,518
8513:616,8,542,65,245,17,15,1511,1410,564
8517:57092,2097,25041,1109,8213,29782,50759,91334,90538,1254
8530:58,302,76,84,654,17,650,542,8,101
8531:58,101,94,542,1196,508,564,114,8,302
8534:4941,11641,3367,398,2447,37386,28490,4719,564,24211
8536:17,947,654,1023,787,518,65,245,8,15
8537:101,518,84,1102,58,302,616,654,17,8
8552:17,50665,90538,2548,35332,12961,4251,2097,219,394
8569:10041,1527,1352,1206,4825,11725,7880,8848,12990,1712
8578:106,14152,1023,1131,4481,2816,1957,3661,23370,76
8581:564,8,10682,39063,2235,654,49,236,12145,294
8582:8,787,190,285,495,650,289,62,542,1196
8600:8,322,4268,546,518,245,296,616,2416,564
8603:51517,8660,947,8,1495,17,21894,24608,3017,3992
8635:17,58,302,866,654,1102,616,861,1245,101
8636:6901,8783,26437,28389,45287,4906,1348,20204,1196,8
8637:17,50665,90538,2548,35332,12961,4251,2097,219,394
8644:58,1549,656,61,616,3231,17,1245,1403,194
8651:65,131,1403,1382,654,32,245,15,6,4420
8660:58,17,15,61,518,616,101,354,554,1403
8670:58,138,182,97,654,780,302,81,70,17
8681:302,61,650,1196,554,84,902,999,1023,518
8692:1023,731,70,1535,542,3423,238,687,53108,1050
8711:17,50665,90538,2548,35332,12961,4251,2097,219,394
8717:3819,394,542,1344,50665,90538,2548,2185,35332,12961
8718:5480,8860,984,1147,1326,3789,7994,1230,1400,14662
8719:58,354,1511,616,542,654,8,554,1403,1023
8735:3244,654,36292,10047,29,21933,85541,616,162,398
8736:6491,6127,500,32616,719,262,17,13737,8,385
8746:302,542,1403,194,61,787,1511,508,356,564
8747:302,616,58,354,29,650,1023,754,542,364
8755:50665,90538,2548,35332,12961,4251,2097,219,394,2931
8760:1684,8,1927,114,239,289,1937,58,1362,38295
8765:17,50665,90538,2548,35332,12961,4251,2097,219,394
8768:18892,5726,19089,39619,12011,22093,33223,7281,31619,262
8771:8,17,1511,542,654,114,58,354,554,302
8774:493,46855,50153,2535,30301,7477,6868,15521,3067,35589
8782:5557,29475,8733,4103,1400,463,18240,42707,5738,2634
8788:58,66,114,542,32,1245,1578,101,518,564
8789:931,8,7006,6527,3163,3162,378,656,1208,1126
8790:11563,3471,6503,3372,1495,3672,26312,17567,19302,27241
8802:654,302,61,650,616,8,226,1535,94,1196
8810:8,378,873,15,353,402,1987,2302,61,103
8812:2204,2379,226,780,140,1749,508,2967,1884,4194
8822:17,50665,90538,2548,35332,12961,4251,2097,219,394
8825:58,61,650,736,518,62,616,542,564,8
8844:2121,518,84,1109,8,4205,1348,49290,873,361
8850:2880,1527,4755,12990,1712,564,3704,3107,3328,518
8852:17,354,780,70,15,616,364,48,1476,58
8862:17,8,1126,508,4049,84,1099,1471,2302,61
8863:8,787,15,61,1196,58,302,1511,1535,508
8868:8,119,61,616,564,654,17,302,15,32
8870:17,58,8,76,518,289,616,542,32,101
8872:542,8,61,3163,17,518,32,5117,3313,58
8877:654,245,15,1987,76,1405,1276,564,748,1050
8889:84,17,8,2140,1936,508,378,354,302,76
8890:226,76,698,84,5767,101,354,2139,834,238
8900:58,364,402,62,654,1050,61,650,542,1578
8906:1023,616,736,1535,94,17,8,354,302,15
8912:138,654,986,302,84,32,1102,29,8,946
8913:5111,2548,10997,840,10230,8934,15772,157,465,197
8915:518,94,654,17,58,15,542,508,1102,101
8916:542,8,17,402,650,289,1804,508,564,1348
8920:5767,81,780,731,2241,12706,11839,14825,6108,2700
8924:1410,17,15,61,1023,363,674,1744,58,302
8931:302,1196,62,616,4414,58,518,861,999,363
8935:8,94,131,787,518,61,542,4268,2955,947
8936:54180,50665,90538,2548,35332,12961,4251,2097,219,394
8958:101,999,902,322,8,58,302,15,84,119
8984:2908,90538,1254,1039,7031,10100,4251,2097,1102,2931
9000:554,17,8,302,15,616,542,29,1305,902
9001:4797,6417,1467,1951,47366,2268,17656,584,45742,327
9013:654,17,58,616,322,486,736,1102,8,138
9024:364,17,616,1086,238,356,861,32,554,402
9079:322,61,3101,8,902,103,1511,1535,542,1196
9085:1403,616,17,1987,364,496,1050,2750,194,61
9096:6266,2880,20806,12990,1712,3328,378,1923,6713,16145
9098:698,564,1790,124,1326,2139,1050,76,511,1987
9106:58,302,84,518,289,616,8,15,645,902
9111:194,62,564,356,58,656,101,76,2266,999
9122:58,554,302,29,861,17,15,76,322,61
9128:58,61,15,616,94,542,356,654,29,1196
9135:4203,3448,10682,10641,6766,11621,358,20850,8197,238
9141:3107,1352,2880,1527,5624,1712,23191,8848,24581,189
9152:15,8,1405,224,353,322,5117,1196,1344,285
9155:285,363,230,861,245,17,8,58,302,15
9157:219,90199,12562,2139,5975,74998,533,11600,99575,19206
9158:40,4292,687,11,8384,1126,4357,3717,902,3976
9159:353,1126,61,32,288,2200,616,542,245,302
9160:189,3107,378,2880,1527,20806,8848,1382,656,3509
9161:760,8860,984,1740,661,1400,8733,5557,9874,6755
9171:58,84,616,8,354,554,116,29,224,508
9173:101,302,76,1152,70,518,94,654,245,354
9200:17,322,3787,302,14671,2030,4621,52378,22719,27781
9224:17,1825,1030,48,999,1790,1987,182,787,441
9225:311,11855,9435,42989,4625,2543,1119,5512,1077,1104
9233:22776,1930,8,84,15373,42657,518,90538,3915,76913
9236:8,61,1744,931,131,245,2200,518,5533,2583
9237:15,29,8,61,224,3101,66,245,1511,1196
9238:101,508,302,2366,542,8,3757,354,554,642
9245:302,1930,58,17,616,654,29,17264,394,8
9249:84,17,8,656,303,364,902,2193,563,70
9256:8,508,119,616,245,15,322,1987,518,1471
9276:15,616,8,58,84,650,654,45,518,245
9288:1126,1405,2342,15,76,3017,1987,518,14894,5905
9290:8322,13077,24933,30815,13647,31597,18743,4409,25985,15013
9291:542,564,61,1196,32,554,353,402,62,1046
9310:15,616,17,8,58,101,1614,486,61,1511
9312:542,402,508,654,15,322,103,8,546,902
9313:656,902,1126,999,787,518,542,17,8,58
9331:85508,64240,52132,31585,90538,1254,37294,24308,1039,7031
9333:8,2939,542,50665,90538,2548,35332,12961,4251,2097
9350:302,654,1102,8,354,97,84,70,289,1535
9357:83385,9760,80021,50665,90538,2548,35332,12961,4251,2097
9359:518,542,1804,61,616,356,564,114,8,58
9364:363,17,542,564,58,15,999,61,1196,302
9368:50665,90538,2548,35332,12961,26550,5170,32432,4251,2097
9369:8733,168,984,574,2833,719,72,9024,5480,135
9371:654,616,58,302,736,518,76,947,787,94
9381:1913,5214,22856,22507,48061,62347,50384,19319,26519,31633
9389:2939,50665,90538,2548,35332,12961,7194,650,4251,45970
9394:8,508,1065,61,496,58,76,322,999,787
9400:58,1511,542,1804,17,302,211,15,1403,486
9402:17,50665,90538,2548,35332,12961,4251,2097,219,394
9420:542,354,302,1403,70,15,76,518,58,101
9431:311,42989,14259,4671,2543,9435,7622,12861,2215,8392
9432:616,17,302,518,508,654,8,354,902,6
9433:2495,327,4447,19213,43850,301,86412,40214,36494,7827
9437:10048,15278,41385,3746,5053,40,5613,11358,24655,14890
9442:1749,780,1888,140,22597,4194,2379,6108,3819,2967
9443:62,76,1471,61,1405,542,508,518,364,564
9451:302,32,354,353,61,2018,542,1196,245,8
9473:4755,1352,1206,1712,10041,2880,5624,3107,16145,6097
9474:17,50665,90538,2548,35332,12961,4251,2097,219,394
9486:3131,8213,50665,90538,2548,35332,12961,4251,2097,219
9487:61,787,363,29,654,32,15,1403,84,1511
9489:654,17,58,138,633,546,4181,1403,402,61
9494:840,2548,157,5111,4755,508,564,1790,931,245
9498:17,50665,90538,2548,35332,12961,4251,2097,219,394
9499:616,58,554,103,518,1196,1606,2115,1476,1086
9500:554,508,736,986,76,616,542,96,902,3711
9507:8,58,736,564,17,302,1050,15,84,650
9514:50665,90538,2548,35332,12961,4251,2097,219,394,2931
9525:2233,245,1987,1511,5117,8,1050,1405,62,616
9528:353,4919,58,278,354,2275,1119,84,364,564
9531:262,947,899,35368,107100,50665,90538,23283,2548,35332
9535:698,226,70,4,58,354,11629,8102,238,1023
9538:518,542,1196,508,8,1578,554,302,902,650
9541:518,899,4422,1023,1126,947,17,50665,23162,901
9553:16056,1109,5112,4148,8213,656,162,5000,6207,925
9568:7622,1547,12861,4625,2543,862,1011,20356,7088,8759
9570:17,564,518,542,354,302,238,1403,736,188
9571:76,984,14593,1435,17,1644,5023,168,3167,9045
9573:4,10048,698,5962,23622,11358,14890,23230,20855,35283
9576:17,50665,90538,2548,35332,12961,4251,2097,219,394
9580:238,564,17,302,546,422,892,402,1511,518
9590:61,542,17,58,902,62,114,1804,1050,650
9593:542,1535,1245,101,61,650,1023,787,363,518
9606:902,508,1126,748,1405,542,131,3162,15,119
9612:302,58,999,616,101,554,15,61,650,1511
9613:238,364,654,131,70,302,76,2185,322,650
9614:394,1276,518,2548,1102,84,17,103,14314,931
9630:10267,5480,719,8860,984,801,7711,9874,1400,14662
9665:58,8,84,363,1196,17,354,518,1535,542
9666:11644,398,13388,2447,4719,9388,4941,24211,20490,29808
9668:1196,17,58,302,616,29,224,8,76,1832
9680:302,58,29,654,15,616,245,17,518,542
9685:302,518,8,84,616,29,645,58,692,650
9693:15,616,554,94,542,245,17,8,58,101
9694:5363,698,70,826,1382,2139,76,1065,84,119
9696:2123,119118,96510,101793,2547,47848,75758,54866,1126,68740
9711:656,36868,6432,6720,50665,90538,2548,35332,12961,4251
9722:15,8,61,542,508,103,902,616,65,654
9727:50463,5407,49652,2464,14784,380,1086,748,138,1044
9742:301,236,17,402,119,58,354,866,654,508
9745:58,542,17,61,15,787,1511,285,1403,508
9752:119,219,1023,354,931,1109,2139,2097,2939,37159
9753:1119,4420,302,245,14560,8058,1827,2403,6945,354
9755:650,654,616,76,17,508,190,1866,6,1624
9757:59623,76,17,564,21879,70,301,3966,23599,302
9786:58,302,84,8,554,76,650,182,224,508
9808:15,61,1276,322,1511,5117,616,1086,2030,364
9810:1122,1406,33683,33720,9448,2744,23398,16433,15937,22510
9812:302,8,58,84,61,616,101,947,736,518
9813:245,542,564,1126,103,1410,2955,947,654,131
9818:17,50665,90538,2548,35332,12961,4251,2097,219,394
9820:4268,245,8,2956,295,354,774,2233,2955,33839
9824:4513,3618,13881,9055,1002,1340,6315,16036,1256,827
9827:542,564,245,17,302,1471,518,654,1403,486
9831:984,168,8860,25393,8733,5738,1326,719,30736,2103
9834:616,1196,17,8,1471,58,101,654,302,238
9837:654,84,1023,363,518,616,1196,17,268,119
9839:81,1086,1344,698,731,1023,262,117,70,2414
9840:10365,4268,40107,30489,35154,354,71315,4256,245,616
9864:654,1476,58,17,29,179,76,495,3,84
9879:17,302,1403,61,564,654,1276,354,15,1549
9890:58,554,17,302,15,495,650,29,861,654
9891:289,616,654,58,76,94,29,508,8,736
9892:901,17,1069,8,3105,2956,999,486,2640,1598
9896:1827,245,1987,518,947,65,17,3434,899,6450
9899:866,354,654,302,84,58,301,29,119,70
9900:17,1196,1086,564,4181,15,902,1023,510,518
9911:17,249,13791,875,1405,5567,84,654,31949,1109
9926:61,861,554,302,15,650,32,8,58,101
9927:61,1511,518,356,1578,1403,194,2193,650,1405
9929:58,84,8,302,245,354,554,15,322,402
9944:56364,14201,36269,49920,48271,39547,1164,81557,17257,49827
9945:12861,311,7622,7146,7334,862,476,21091,8392,1104
9946:4154,46745,8,32648,866,8538,21963,27291,8454,138
9961:18536,63691,2178,62564,22046,22632,71694,119109,61440,122379
9984:29024,53847,12550,46827,30350,71028,25615,1351,20836,39052
10030:616,15,76,650,674,654,32,2733,302,518
10040:168,984,1326,1460,5480,8733,5738,1528,8860,801
10050:8,58,354,725,392,2366,674,10,3223,239
10051:409,35144,45,654,2947,2162,48,875,236,76
10073:616,17,302,1140,58,554,6,61,650,518
10078:17,50665,90538,2548,35332,12961,4251,2097,219,394
10082:245,2139,58,1405,302,15,76,1126,1471,1987
10084:91352,1295,29721,301,10662,3068,302,70,76833,52056
10086:84,131,322,70,15,486,449,2326,226,61
10088:22059,8419,28632,81719,2878,19569,8932,25368,74730,698
10090:890,40,2139,5670,8897,22498,15238,56166,17,4880
10110:58,654,302,15,518,616,542,8,554,84
10111:1987,542,1382,353,3976,535,5117,65,3163,32
10115:8,1245,97,182,2097,518,245,224,1200,109
10117:518,542,8,1535,17,1196,1086,554,302,5575
10130:508,17,8,58,518,563,327,2464,656,1966
10132:1152,2200,131,8,511,902,1987,1405,616,238
10133:3610,138,4146,3613,76,698,380,117,704,1884
10136:9722,17,29021,3006,12532,409,1499,1410,902,2429
10140:58,654,302,61,62,29,1476,1086,245,1578
10148:984,8860,1400,1326,719,7994,1081,5480,2259,135
10155:8,787,518,363,364,245,17,354,1119,61
10156:3167,984,5738,574,1400,168,2582,76849,45801,2364
10194:94,654,8,302,1119,301,58,354,61,787
10196:15,322,103,58,1403,353,94,542,32,302
10200:2403,970,3506,1524,4487,3434,48,9490,2162,1187
10210:13388,4941,2447,4719,24211,15395,3180,9629,11641,16155
10233:26628,58227,19044,100715,2548,103949,90398,197,70997,49795
10235:3282,6320,3060,84220,54356,32965,75100,100832,83921,60256
10236:65107,33195,102580,121642,93471,98423,37997,115745,13568,49680
10237:58,17,302,654,354,736,616,8,76,61
10249:138,656,2097,8,2013,289,1023,84,17,273
10254:654,17,58,302,495,62,1102,1832,94,29
10267:354,518,616,94,736,1535,29,508,1187,65
10275:1382,2531,1786,1539,1534,103,472,23512,245,1126
10276:58,542,861,302,564,1624,194,61,650,1405
10279:17,58,238,654,616,1403,364,430,1624,273
10302:15,518,616,285,58,101,554,736,542,564
10303:1930,17448,38577,76972,40,56202,8849,1418,32062,36804
10304:354,654,394,8,239,289,755,1535,3,58
10306:32,17,1050,650,616,114,15,322,736,518
10313:58,245,17,616,542,8,302,1065,296,32
10317:8,518,363,76,84,564,500,1119,327,449
10335:18152,87381,93619,35364,924,32315,92060,2068,91521,10646
10339:61,94,654,32,15,542,58,616,564,245
10342:999,508,32,17,61,1578,554,15,402,787
10346:51326,238,7742,9411,8843,27651,8384,10003,57981,10880
10359:101,84,322,58,302,542,285,650,289,1937
10364:15,902,8,616,1086,302,1126,4257,564,322
10366:61,356,58,902,650,114,1578,15,787,1196
10371:76,5550,20455,5663,19829,2600,546,17140,7056,13060
10377:17,302,58,101,8,84,650,654,780,70
10378:50665,90538,2548,35332,12961,4251,2097,219,394,2931
10387:48539,53812
10388:58,15,650,518,542,1196,654,17,302,787
10392:17,50665,90538,2548,35332,12961,4251,2097,219,394
10408:840,10541,27070,5627,197,14793,15772,1002,8069,27094
10420:1382,219,1888,500,140,101,354,4048,15,84
10427:9711,8064,59015,23688,2302,7526,34356,23019,1046,4996
10439:84,8,76,354,518,138,301,554,650,289
10445:378,219,84,787,7006,65,4194,3163,731,902
10454:15,616,302,364,6,32,70,518,245,17
10471:58,17,101,542,302,1119,654,32,2193,2369
10478:58,61,542,8,656,15,902,518,1476,1086
10479:30754,68370,70299,2163,22537,80000,76342,68604,109954,9025
10480:58,654,84,302,322,61,510,542,2030,245
10488:301,58,302,1403,70,518,364,398,554,15
10502:41101,22678,58923,28760,11241,35600,42323,107602,38702,54828
10513:17,902,378,698,84,61,518,947,301,8
10523:508,441,13,14955,3506,3618,1410,4547,4513,76
10543:4919,1389,32,245,353,496,3618,4268,25363,2548
10554:17,50665,90538,2548,35332,12961,4251,2097,219,394
10563:899,1410,518,8,354,302,1023,363,2200,4420
10564:58,302,70,508,654,8,289,891,616,500
10570:616,861,245,17,8,58,554,15,542,29
10573:50665,90538,2548,35332,12961,4251,2097,219,394,2931
10580:19871,3372,17567,6503,8,45106,62962,247,2031,83134
10636:302,654,554,787,62,1276,8,1804,190,84
10655:17,302,657,70,301,518,9890,8,5767,999
10691:542,58,902,322,61,17,616,8,5927,354
10693:654,17,302,76,84,564,650,327,354,508
10698:654,58,302,17,1196,554,15,2030,861,650
10707:17,50665,90538,2548,35332,12961,4251,2097,219,394
10710:616,8,518,94,58,15,554,61,787,363
10726:69494,22655,33807,1703,1254,650,75513,1959,98,219
10747:17,50665,90538,2548,35332,12961,4251,2097,219,394
10758:17,8,3233,378,302,542,1382,245,58,76
10770:311,11855,2215,17486,4625,22643,2543,8867,203,1748
10779:17,50665,90538,2548,35332,12961,4251,2097,219,394
10794:616,17,902,8,354,518,84,58,76,1102
10801:8,3711,40,554,32,642,17,616,892,3223
10807:322,947,17,8,1403,103,1382,2955,654,32
10820:38085,1410,102055,96651,45368,64788,36039,4032,48277,66760
10842:17,50665,90538,2548,35332,12961,4251,2097,219,394
10843:58,15,650,616,101,554,518,94,29,1196
10844:354,508,15,1023,780,30,301,1462,3599,542
10845:3672,25662,62962,17185,10770,7021,4949,6503,8,26312
10854:13566,41850,78928,51617,23368,54897,16689,45662,7097,5319
10858:61,518,1403,6,616,508,356,364,162,8
10871:616,554,3223,1196,902,8,61,430,302,30
10892:17,2097,6068,8,11861,518,1405,6,65,674
10905:17,50665,90538,2548,35332,12961,4251,2097,219,394
10908:518,1405,508,119,542,1382,327,656,84,902
10913:22926,12869,20118,12306,358,892,3534,12531,85867,15601
10920:61,58,518,616,114,245,3313,8,1050,902
10955:48,1187,2162,17,875,70,2115,1508,65,1794
10956:736,787,301,238,289,84,94,138,654,518
10968:616,2944,8,1511,4919,246,650,430,17,358
10991:2139,1126,4021,3976,1987,546,1164,2967,3304,1881
10999:542,17,554,322,61,518,616,1196,564,162
11000:8588,780,5767,14174,3103,3423,550,262,15535,3939
11022:58,61,616,508,32,787,8,76,542,245
11034:17,58,654,15,322,29,1196,238,190,861
11037:4625,1011,17486,311,19152,9435,8867,862,1748,20356
11047:17,103,3329,8,1606,4268,361,2733,4647,354
11055:17,50665,90538,2548,35332,12961,4251,2097,219,394
11099:58,542,654,1239,17,61,616,1196,1140,4414
11105:518,999,787,542,245,8,1471,61,2018,1511
11110:1154,2097,8,2181,36036,7841,50705,39930,1762,55716
11118:50665,90538,2548,35332,12961,19749,4251,2097,219,394
11132:84,710,1382,4755,2880,124,245,94,3824,4268
11134:11,8,226,1099,1535,616,238,564,521,1050
11135:518,8,302,402,1987,508,654,245,1551,58
11149:302,58,101,32,322,616,654,8,15,650
11150:5975,17316,4040,6311,19206,5319,1337,13341,2543,203
11193:76,429,49767,486,3976,26360,6,58,317,719
11211:4146,31739,50665,40719,6522,99740,6299,48476,4251,2097
11222:19544,96442,50369,30759,65045,63192,51176,50516,97513,56320
11228:441,827,1256,5122,508,802,1002,1410,76,1744
11240:17,50665,90538,2548,35332,12961,4251,2097,219,394
11259:17,50665,90538,2548,35332,12961,4251,2097,219,394
11264:616,29,58,17,62,101,495,226,61,650
11273:15,58,1102,101,554,84,61,363,32,650
11278:654,302,58,616,837,395,76,1832,5702,15
11279:2405,58982,19000,13926,6669,29862,20954,84405,92070,34965
11280:17,50665,90538,2548,35332,12961,4251,2097,219,394
11287:8,616,58,61,508,564,3101,32,1050,999
11332:31188,168,90538,17665,3081,4251,2097,394,1102,2931
11360:17,50665,90538,2548,35332,12961,4251,2097,219,394
11363:866,70,17,1462,226,84,1535,8,58,354
11378:542,500,238,1196,15,364,322,61,162,363
11388:43418,51943,4267,34115,654,302,901,238,45,236
11394:564,1606,1126,363,1405,542,1030,654,472,285
11404:58,787,654,17,15,103,518,289,616,94
11414:654,17,58,131,616,54,295,500,15,947
11418:984,8860,37594,2103,1400,135,574,2370,8733,7711
11419:8,58,61,363,518,1535,616,1196,364,564
11426:236,23581,14750,12253,17,29,7795,776,3448,2500
11427:4575,25910,226,2139,76,3214,70,8574,8,3105
11428:17,8,302,1119,10071,1077,7468,542,48244,14825
11431:17,50665,90538,2548,35332,12961,4251,2097,219,394
11437:2139,698,70,20288,8,361,354,866,5398,94
11439:8,354,1023,826,5117,1164,3484,931,873,1126
11444:1126,15,2140,119,518,1382,3730,238,563,17
11458:17800,24893,9716,658,3223,483,616,518,861,1102
11462:65,931,131,656,103,1410,564,542,2955,4422
11463:58,61,542,32,114,15,787,1804,363,1405
11484:542,238,58,402,61,1196,564,17,656,1578
11507:58,363,654,656,61,364,17,285,15,1549
11510:58,62,29,654,17,15,616,542,1196,3101
11511:2520,76547,18210,90538,1254,5694,1039,7031,4251,2097
11525:302,61,394,654,58,15,999,616,322,6
11529:58,138,302,17,29,354,866,654,1140,1476
11535:616,162,58,302,518,654,8,354,61,787
11537:17,3378,866,2908,45191,90538,1254,22713,46421,1039
11538:15,61,32,58,101,554,76,616,29,564
11540:4600,5145,3704,10316,44680,48654,508,15457,13894,19065
11552:302,654,518,8,58,1102,1822,84,29,395
11554:1352,3107,4825,17,189,10041,1527,3172,378,58
11558:8,1471,119,1405,3704,947,1825,131,245,1276
11569:15,61,554,542,1196,1086,32,245,546,76
11584:8,61,17,1050,999,650,1535,62,542,3101
11586:1405,542,17,15,787,1511,8,58,1050,61
11603:650,8,616,58,554,6,1220,29,861,17
11606:101,564,58,61,650,518,542,1196,554,15
11614:4719,2447,37507,398,9388,5598,4941,24211,11247,302
11616:1403,542,1196,364,554,1549,2018,1511,94,224
11651:58,302,736,17,289,861,564,162,8,1245
11657:17,8,43414,36785,1058,20954,483,518,84,616
11660:17,58,84,8,70,2618,138,97,554,322
11670:17,8,58,138,295,354,84,813,182,654
11676:780,3137,8511,731,5767,262,550,16286,16404,2241
11685:58,616,17,518,1382,508,8,302,84,902
11699:17,50665,90538,2548,35332,12961,4251,2097,219,394
11700:354,654,1140,554,302,61,1102,58,1119,483
11716:654,518,289,766,2193,15,116,6243,1403,5182
11719:94,301,8,61,508,17,1511,364,58,1050
11723:8,564,902,322,500,1410,15,226,17,616
11738:8,508,902,2302,616,1102,17,58,219,322
11749:81,229,22597,138,14059,2967,84,1749,16680,1102
11775:8,508,902,1535,17,84,1023,787,70,518
11781:58,61,542,32,1578,15,29,1196,4181,224
11788:901,354,363,15,518,616,902,322,402,58
11795:2139,15,61,17,486,3976,1987,119,2200,826
11799:17,50665,90538,2548,35332,12961,4251,2097,219,394
11818:17,8,508,302,76,787,29,58,656,1410
11825:7585,238,70,521,361,354,2609,1884,81,297
11835:58,61,1086,542,364,17,1578,15,76,999
11836:135,1326,168,9417,8,175,2103,378,31171,5488
11838:1382,931,2583,131,1412,1402,8,4049,8398,9163
11839:394,10345,50665,90538,2548,35332,12961,4251,2097,219
11843:1760,508,3618,1382,2051,4755,780,441,1410,2347
11844:58,23356,51436,36220,486,7203,33681,730,650,1456
11847:441,4513,4194,1145,1508,500,84,8,61651,3775
11851:17,50665,90538,2548,35332,12961,4251,2097,219,394
11856:500,4194,780,1888,3819,2967,5355,225,719,508
11863:17,50665,90538,2548,35332,12961,4251,2097,219,394
11864:17,50665,90538,2548,35332,12961,4251,2097,219,394
11865:17,542,15,508,302,787,70,245,8,58
11883:35382,50665,90538,2548,35332,12961,4251,2097,219,394
11884:226,1884,5738,1089,176,2715,1382,719,354,6379
11885:4444,1205,1002,3506,508,14955,4513,1744,1256,3976
11892:58,358,76,8,2430,14961,3757,2548,1804,554
11893:654,58,70,1102,616,8,117,302,226,84
11896:8,17,302,1126,58,15,402,787,103,616
11910:518,8,354,6450,245,496,899,486,6,1405
11913:58,354,302,17,239,182,866,654,495,84
11922:17,354,302,654,616,101,238,861,155,15
11928:58,62,616,409,17,302,486,787,1535,654
11929:61,1535,654,8,15,226,84,650,3144,861
11939:17,8,564,140,354,5292,500,1164,1410,238
11956:76,861,1403,84,29,508,564,554,495,322
11962:40,17,654,81,5550,986,564,70,10236,58
11968:1126,4257,564,103,17,378,508,2275,2955,15
11972:564,8,2115,402,58,162,546,301,1511,873
11979:76,654,866,698,546,616,65,58,302,311
11983:58,15,363,736,616,564,654,17,354,1050
11988:542,1511,518,508,245,302,1196,285,8,58
11990:50665,90538,2548,35332,12961,122719,4251,2097,219,394
11996:17,50665,90538,2548,35332,12961,4251,2097,219,394
11999:441,3506,1744,827,508,14955,4513,1065,1256,5122
12008:302,15,58,1196,32,554,211,6,787,616
12010:1987,197,61,4292,245,8069,17,710,8,4268
12011:616,17,58,302,45,542,690,902,486,650
12027:17,564,58,1804,554,654,289,616,1196,8
12028:654,15,736,542,2618,190,564,162,101,554
12037:302,322,29,1140,17,15,84,1332,62,859
12047:1009,2139,787,508,1050,226,1126,2200,1405,564
12050:101,15,616,542,17,554,322,61,787,518
12067:4146,12093,2528,26437,76,4093,28389,24647,14990,6117
12084:861,554,15,1511,62,654,17,8,101,353
12094:984,463,168,5557,2632,5488,1400,7838,2103,3211
12130:17,289,1804,238,518,1196,8,138,650,633
12170:17,58,866,654,81,138,1190,616,780,358
12199:790,70055,24871,39922,115276,66724,66345,105609,13304,52776
12211:1651,12093,16658,10692,6901,70,8129,76,226,111375
12213:3081,2097,60295,13835,826,5739,9864,1039,1109,1973
12232:8,15,61,554,902,542,654,32,999,1511
12234:32,518,1405,559,1382,65,654,1126,402,787
12235:58,302,17,6,650,70,1102,495,322,486
12237:10291,4008,38177,57857,2200,3307,901,837,43789,3223
12239:8384,20288,28166,3223,10217,70,7281,1511,15475,3323
12263:15,1126,402,103,2200,1382,4422,327,2115,656
12268:245,58,6,61,94,656,596,354,302,546
12271:508,81,8,58,358,546,2139,1164,1410,698
12272:542,787,103,508,327,8,15,1987,616,138
12296:1119,245,908,787,518,17,1276,295,1208,1126
12310:616,17,1050,61,65,15,1987,364,8,596
12327:302,70,1535,138,654,58,15,84,322,61
12328:899,17,947,1119,518,1382,15242,84,1023,245
12356:1412,8,354,295,1126,84,1471,1987,2302,1511
12360:58,302,116,8,354,76,322,654,236,224
12364:58,654,1410,94,76,564,518,101,354,508
12373:8102,698,14890,19795,23051,21640,10048,10305,57734,15278
12375:295,1126,1825,1790,1023,931,1551,542,8,1030
12376:17448,40,56202,8849,1418,32062,36804,7707,52432,19122
12379:1287,65,327,518,17,8,656,508,4697,511
12406:616,654,17,2121,58,650,101,302,289,899
12416:518,1511,1578,546,2076,542,1196,238,32,422
12428:17,50665,90538,2548,35332,12961,4251,2097,219,394
12433:518,8,616,58,788,17,1276,268,508,2868
12443:65,14894,1126,3233,245,2115,1555,889,5905,1100
12453:654,1119,2162,1102,8,65,354,302,1050,875
12464:564,13832,76,225,190,650,17,616,302,9045
12467:131,1511,698,7910,4967,2980,61,787,826,245
12474:654,17,354,8,239,1109,15,76,1832,84
